Cow_ID,earliest_clinical_Day,latest_clinical_Day,first_positive_day,positive_days,negative_days,total_observation_days
cow98,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow980,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow981,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow982,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow983,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow984,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow985,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow986,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow987,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow988,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow989,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow99,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow990,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow991,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow992,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow993,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow994,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow995,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow996,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow997,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
cow998,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,,0,6,6
cow999,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000001,6,0,6
